Urb	Comp	Child	Day	pAge	SEC	Ncar	Gend	Driver	wstat	Pwstat	Xdag	Xn-dag	Xarb	Xpop	Ddag	Dn-dag	Darb	Dpop	Empty	Empty	Dur	Nep	Ratio	Inter	startTime
3	3	2	0	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	470
3	3	2	0	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	536
3	2	0	0	2	0	1	0	1	1	0	3	1	0	2	0	0	3	0	0	0	1	0	0	0	480
4	3	0	0	1	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	390
4	3	0	0	1	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	445
0	3	0	0	1	2	1	0	0	1	2	3	4	4	4	0	1	0	0	0	0	2	0	0	0	570
3	3	3	0	1	3	1	0	1	2	2	1	1	0	1	4	0	5	0	0	0	3	0	0	0	445
3	3	3	0	1	3	1	1	0	2	2	1	1	0	1	4	0	5	0	0	0	3	0	0	0	514
1	3	0	0	0	2	1	0	1	2	2	5	4	4	4	4	3	3	0	0	0	3	0	0	0	475
1	3	0	0	0	2	1	1	1	2	2	5	4	4	4	4	3	3	0	0	0	3	0	0	0	468
1	3	0	0	1	3	1	1	1	2	1	5	5	5	5	0	0	0	3	0	0	2	0	0	0	505
1	3	0	0	1	3	1	0	1	1	2	5	5	5	5	0	0	0	3	0	0	3	0	0	0	500
4	3	2	0	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	445
2	1	3	0	1	3	1	0	1	2	0	3	4	4	3	4	4	4	3	0	0	2	1	3	0	510
3	3	1	0	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	525
1	3	1	0	1	3	2	1	1	2	1	5	4	3	3	2	4	3	3	0	0	1	0	0	0	480
4	3	2	0	1	1	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	380
2	2	0	0	2	3	1	1	1	2	0	3	4	1	1	4	4	3	4	0	0	3	0	0	0	460
4	2	0	0	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	415
2	3	3	0	1	3	2	0	1	1	0	0	3	4	1	4	4	2	4	0	0	0	0	0	0	532
3	2	2	0	1	0	1	1	1	2	0	3	3	1	1	1	1	1	2	0	0	2	0	0	0	502
3	3	2	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	390
3	3	2	0	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	490
4	3	3	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	480
2	2	2	0	1	2	1	1	1	2	0	5	4	4	4	3	3	2	0	0	0	4	0	0	0	450
3	2	0	0	1	3	2	0	1	2	0	1	1	0	1	5	0	0	2	0	0	4	0	0	0	495
1	1	0	0	1	2	1	0	1	2	0	5	5	4	5	4	3	2	4	0	0	3	0	0	0	520
3	3	0	0	1	3	2	1	1	2	2	3	1	0	2	0	0	5	1	0	0	4	0	0	0	505
3	3	0	0	0	3	2	0	1	2	2	3	1	0	2	0	0	5	1	0	0	4	0	0	0	505
3	3	2	0	1	1	2	1	1	2	1	1	2	0	1	4	4	4	4	0	0	4	0	0	0	530
1	3	1	0	0	3	2	1	1	2	1	3	2	1	2	1	3	1	2	0	0	2	0	0	0	585
1	1	0	0	1	3	2	1	1	2	1	1	1	2	1	4	5	5	5	0	0	0	0	0	0	465
2	3	1	0	1	2	1	1	1	2	1	3	0	0	1	1	3	5	4	0	0	1	0	0	0	495
2	3	1	0	1	2	1	0	1	1	2	3	0	0	1	1	3	5	4	0	0	2	0	0	0	520
2	2	0	0	1	1	2	0	1	0	2	3	3	1	2	3	3	2	2	0	0	1	0	0	0	490
2	1	0	0	1	0	0	1	0	2	2	4	4	4	3	4	3	3	0	0	0	4	0	0	0	465
4	2	1	0	1	0	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	465
3	2	0	0	1	3	2	1	1	2	0	0	0	1	0	5	5	4	5	0	0	4	0	0	0	520
2	3	0	0	1	3	2	0	1	1	2	1	3	2	1	1	1	1	2	0	0	3	0	0	0	475
2	3	0	0	1	3	2	1	1	2	1	1	3	2	1	1	1	1	2	0	0	2	1	1	0	475
4	2	2	0	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	415
4	3	0	0	0	2	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	510
4	3	0	0	0	2	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	480
2	3	1	0	0	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	485
2	3	1	0	0	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	390
4	3	0	0	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	510
2	3	1	0	0	3	2	0	1	1	2	4	3	2	2	4	3	2	4	0	0	2	0	0	0	510
3	2	0	0	2	1	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	515
2	3	0	0	2	2	1	1	1	1	1	3	3	4	1	0	0	0	3	0	0	1	0	0	0	505
2	3	0	0	2	2	1	0	1	1	1	3	3	4	1	0	0	0	3	0	0	2	0	0	0	540
4	3	0	0	0	1	1	1	1	2	2	0	4	2	0	5	5	5	5	0	0	3	0	0	0	460
4	2	0	0	1	1	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	1	1	2	495
0	3	1	0	0	3	1	1	1	2	2	5	5	4	5	0	0	0	1	0	0	4	0	0	0	485
3	3	1	0	0	2	1	1	1	2	1	3	1	0	2	0	0	3	0	0	0	4	0	0	0	640
3	3	1	0	0	2	1	0	0	1	2	3	1	0	2	0	0	3	0	0	0	1	0	0	0	640
3	3	0	0	0	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	410
3	3	1	0	0	3	2	1	1	2	1	3	1	0	1	0	0	0	1	0	0	3	0	0	0	439
0	3	1	0	0	3	1	1	1	2	2	5	5	4	5	2	1	2	0	0	0	2	0	0	0	557
1	2	0	0	1	3	2	1	1	2	0	1	4	4	2	4	3	4	0	0	0	4	0	0	0	535
4	2	3	0	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	390
2	2	1	0	1	1	1	1	0	2	0	3	4	2	2	2	2	2	3	0	0	2	0	0	0	405
4	3	3	0	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	540
4	3	3	0	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	480
4	1	0	0	0	0	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	503
4	3	3	0	1	3	1	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	0	0	0	495
2	3	0	0	0	1	2	1	1	2	2	3	4	4	3	0	0	0	3	0	0	1	0	0	0	525
4	3	1	0	1	3	1	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	460
4	3	1	0	0	3	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	450
3	3	0	0	0	2	1	0	1	1	2	1	3	2	1	4	4	4	5	0	0	1	0	0	0	430
2	1	0	0	1	2	1	0	1	2	1	4	4	4	3	4	3	3	0	0	0	2	0	0	0	470
1	1	0	0	2	3	1	0	1	2	1	4	4	4	4	3	3	3	4	0	0	3	0	0	0	505
4	2	3	0	1	2	2	1	1	2	0	1	0	0	0	5	5	5	5	0	0	1	0	0	0	428
2	3	1	0	1	3	2	1	1	2	2	3	4	4	2	3	3	2	4	0	0	3	0	0	0	470
4	3	2	0	1	3	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	1	0	0	0	570
2	2	3	0	1	3	2	1	1	2	0	4	4	2	1	4	4	4	5	0	0	4	0	0	0	550
4	3	0	0	1	2	1	1	1	2	1	1	1	0	0	0	5	5	5	0	0	3	0	0	0	465
2	2	3	0	1	3	1	1	1	2	0	1	2	4	1	1	0	2	1	0	0	1	1	4	3	450
0	3	1	0	0	3	1	0	0	2	2	5	4	4	5	2	3	2	0	0	0	1	0	0	0	630
0	3	1	0	0	3	1	1	1	2	2	5	4	4	5	2	3	2	0	0	0	2	0	0	0	580
4	3	2	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	485
4	3	2	0	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	1	3	1	508
4	3	1	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	505
0	3	0	0	1	3	1	1	1	2	2	5	5	4	5	0	0	0	0	0	0	2	0	0	0	480
0	3	0	0	0	3	1	0	1	2	2	5	5	4	5	0	0	0	0	0	0	2	0	0	0	480
0	3	1	0	1	3	1	1	1	2	1	3	5	4	4	2	3	3	0	0	0	0	0	0	0	511
3	2	0	0	1	3	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	1	0	0	0	645
2	2	3	0	1	2	0	1	1	2	0	4	4	4	4	3	2	2	3	0	0	3	0	0	0	460
4	2	3	0	1	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	410
4	2	3	0	1	0	1	0	1	0	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	500
4	3	1	0	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	454
4	3	1	0	0	3	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	476
4	2	1	0	0	3	2	0	1	1	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	475
1	3	2	0	1	2	1	0	1	1	1	3	1	4	3	0	3	2	0	0	0	3	0	0	0	495
2	1	0	0	1	1	1	0	1	2	2	3	5	4	4	0	0	2	2	0	0	4	0	0	0	495
3	1	0	0	1	3	1	1	1	1	2	1	1	1	1	1	1	5	2	0	0	1	0	0	0	630
1	2	3	0	1	3	2	1	1	2	0	3	4	4	2	3	3	4	4	0	0	3	0	0	0	480
1	3	0	0	1	3	2	1	1	2	1	1	4	3	1	4	0	0	5	0	0	3	0	0	0	480
3	3	0	0	0	1	1	0	1	1	2	1	0	0	1	3	0	4	0	0	0	2	0	0	0	480
3	3	1	0	0	2	1	1	1	2	1	1	0	0	1	4	3	5	4	0	0	4	0	0	0	433
3	2	1	0	1	3	2	1	1	2	0	3	3	1	1	0	0	0	4	0	0	4	0	0	0	495
1	1	0	0	0	2	1	0	1	2	0	5	5	4	5	2	3	1	1	0	0	2	0	0	0	510
4	2	1	0	1	1	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	465
2	2	0	0	2	3	2	1	1	2	0	5	4	4	4	2	2	2	0	0	0	2	0	0	0	525
2	1	0	0	1	3	1	1	1	2	0	3	4	1	2	1	0	0	1	0	0	4	0	0	0	401
3	2	2	0	1	3	2	1	1	2	0	0	2	1	0	4	4	4	5	0	0	4	0	0	0	480
3	2	0	0	2	3	2	1	1	2	0	1	0	0	0	5	1	5	1	0	0	1	0	0	0	405
3	2	0	0	2	1	1	1	1	2	0	1	0	0	0	5	0	5	1	0	0	4	0	0	0	420
2	2	0	0	2	3	1	1	1	2	0	3	4	2	2	0	0	2	3	0	0	3	0	0	0	448
4	2	3	0	1	3	2	1	1	2	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	446
0	2	1	0	1	3	2	1	1	2	0	1	1	4	2	4	5	4	0	0	0	1	1	4	0	600
2	3	1	0	0	2	2	1	1	2	1	1	1	0	2	2	2	5	3	0	0	4	0	0	0	435
2	3	1	0	0	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	475
1	3	0	0	1	3	2	1	1	2	1	1	4	4	1	4	5	4	4	0	0	1	0	0	0	500
1	3	0	0	1	3	2	0	1	1	2	1	4	4	1	4	5	4	4	0	0	4	0	0	0	520
1	2	0	0	2	3	1	1	1	2	0	5	4	4	2	0	0	2	4	0	0	2	0	0	0	510
1	1	0	0	1	2	1	1	1	2	2	3	4	4	4	0	0	2	0	0	0	3	0	0	0	495
2	3	3	0	1	1	1	0	1	2	2	3	3	3	2	3	3	0	4	0	0	2	0	0	0	510
1	3	0	0	0	1	1	0	1	2	1	0	1	2	0	5	4	4	5	0	0	2	0	0	0	505
3	2	0	0	2	3	2	1	1	2	0	1	0	0	1	4	3	5	4	0	0	3	0	0	0	450
0	2	0	0	0	2	1	1	1	2	0	5	5	5	5	2	1	0	0	0	0	4	0	0	0	535
0	2	0	0	0	2	1	0	0	0	2	5	5	5	5	2	1	0	0	0	0	2	0	0	0	525
0	1	0	0	0	1	0	1	0	2	0	5	5	5	5	0	0	0	0	0	0	2	0	0	0	485
4	3	1	0	0	2	1	0	1	1	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	455
3	3	0	0	0	2	2	0	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	445
0	1	0	0	0	2	1	1	1	2	1	5	5	4	5	0	0	0	0	0	0	3	0	0	0	477
3	3	0	0	1	2	2	1	1	2	1	1	1	0	1	4	3	4	4	0	0	2	1	2	1	525
3	3	0	0	1	2	2	0	1	1	2	1	1	0	1	4	3	4	4	0	0	1	1	1	3	505
2	3	0	0	2	3	1	1	1	2	1	3	2	0	1	2	0	2	3	0	0	2	0	0	0	480
2	1	0	0	0	2	1	0	1	2	1	1	0	0	1	5	2	5	4	0	0	2	0	0	0	460
2	2	0	0	2	3	1	1	1	2	0	2	2	1	1	4	4	3	4	0	0	4	0	0	0	505
4	1	0	0	1	3	1	1	1	2	0	1	1	0	1	4	3	3	4	0	0	3	0	0	0	500
4	2	0	0	2	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	450
4	1	0	0	0	0	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	445
1	1	0	0	0	3	1	1	1	2	0	1	3	2	1	0	0	2	4	0	0	3	0	0	0	499
1	3	0	0	1	3	1	1	1	2	2	5	5	4	5	0	0	0	0	0	0	4	0	0	0	510
1	3	0	0	1	3	1	0	1	2	2	5	5	4	5	0	0	0	0	0	0	1	0	0	0	470
3	1	0	0	0	1	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	435
3	2	0	0	1	1	2	0	1	1	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	500
3	3	0	0	2	3	2	0	1	2	2	3	1	0	2	4	4	3	4	0	0	4	0	0	0	430
3	3	0	0	1	3	2	1	1	2	2	3	1	0	2	4	4	3	4	0	0	4	0	0	0	435
3	1	0	0	1	2	1	1	1	2	2	2	4	3	1	0	0	4	0	0	0	3	0	0	0	510
2	3	1	0	1	2	2	1	1	2	1	0	2	1	0	5	5	0	5	0	0	2	0	0	0	450
1	2	0	0	2	2	1	1	1	2	0	2	0	0	2	1	5	2	2	0	0	1	0	0	0	445
1	3	0	0	0	3	1	1	1	2	2	5	5	4	5	0	0	0	0	0	0	2	0	0	0	450
4	4	0	0	2	2	1	0	1	0	0	0	0	0	0	5	5	5	5	0	0	4	1	4	2	485
3	1	0	0	1	1	1	1	1	2	0	1	0	0	1	0	0	5	0	0	0	4	0	0	0	435
0	2	1	0	1	0	1	1	1	2	0	5	5	4	5	3	3	0	4	0	0	4	0	0	0	460
3	3	0	0	0	3	1	0	1	2	2	5	4	2	2	4	3	3	4	0	0	3	0	0	0	465
3	3	0	0	0	3	1	1	1	2	2	5	4	2	2	4	3	3	4	0	0	3	0	0	0	495
4	2	0	0	2	3	2	0	1	0	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	480
1	1	0	0	0	1	1	1	1	2	2	4	4	4	5	1	3	1	0	0	0	2	0	0	0	380
0	4	1	0	1	3	1	1	1	0	0	5	5	5	5	0	0	1	0	0	0	3	0	0	0	510
0	3	0	0	0	3	1	1	1	2	2	5	4	4	5	2	3	2	0	0	0	1	0	0	0	505
0	3	0	0	0	3	1	0	1	2	2	5	4	4	5	2	3	2	0	0	0	4	0	0	0	530
1	1	0	0	1	2	1	1	1	2	0	5	4	4	2	3	3	2	4	0	0	1	0	0	0	535
4	2	0	0	2	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	435
3	3	0	0	1	2	1	1	1	2	1	3	1	1	2	4	4	3	4	0	0	4	1	3	1	425
0	1	0	0	1	3	1	0	1	2	0	5	5	5	5	0	1	1	0	0	0	3	0	0	0	520
2	1	0	0	0	2	0	0	1	2	0	3	2	2	3	1	1	1	1	0	0	4	0	0	0	493
4	3	0	0	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	460
0	1	0	0	0	1	0	0	0	2	2	3	4	4	3	1	3	2	0	0	0	2	0	0	0	590
1	3	0	0	1	2	1	1	1	2	1	1	3	2	2	4	4	4	0	0	0	4	1	2	1	453
3	3	1	0	1	2	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	0	0	0	0	686
2	1	0	0	2	3	0	0	1	2	1	3	2	4	2	0	1	4	0	0	0	4	0	0	0	500
1	2	0	0	1	3	2	1	1	2	0	0	0	0	0	5	5	4	5	0	0	2	0	0	0	429
1	3	0	0	1	2	1	1	1	2	2	5	4	4	4	3	3	2	2	0	0	3	0	0	0	405
1	3	0	0	1	2	1	0	1	2	2	5	4	4	4	3	3	2	2	0	0	4	0	0	0	420
2	3	1	0	1	3	2	1	1	2	1	3	4	4	2	4	3	2	4	0	0	4	0	0	0	450
2	3	1	0	1	3	2	0	1	1	2	3	4	4	2	4	3	2	4	0	0	1	0	0	0	545
4	1	0	0	1	0	2	1	1	2	1	0	1	0	0	5	5	5	5	0	0	3	0	0	0	410
0	1	0	0	1	3	1	1	1	2	1	5	5	4	5	0	0	0	0	0	0	2	0	0	0	505
1	1	0	0	0	3	1	1	1	2	1	5	5	5	5	3	3	0	0	0	0	2	0	0	0	622
2	2	0	0	2	2	1	1	1	1	0	2	2	1	1	4	4	3	4	0	0	2	0	0	0	480
0	3	0	0	2	3	1	0	1	2	2	5	5	5	5	2	1	0	0	0	0	1	0	0	0	570
2	3	0	0	1	2	1	1	1	2	1	3	1	0	1	3	3	4	4	0	0	3	0	0	0	455
2	3	0	0	1	2	1	0	0	1	2	3	1	0	1	3	3	4	4	0	0	1	0	0	0	460
1	2	0	0	2	2	1	1	1	2	0	2	5	4	2	4	0	4	4	0	0	1	1	4	1	550
1	2	0	0	1	2	2	0	1	1	0	2	1	2	2	3	4	0	2	0	0	1	0	0	0	530
4	2	0	0	2	3	1	0	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	555
4	4	0	0	2	2	1	0	1	0	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	514
4	2	0	0	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	470
4	3	2	0	1	2	1	1	1	1	1	1	0	0	1	5	5	5	4	0	0	0	1	0	3	450
4	3	2	0	1	2	1	0	1	1	1	1	0	0	1	5	5	5	4	0	0	1	1	2	1	580
4	3	1	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	4	0	0	0	495
1	2	0	0	1	2	1	1	1	2	0	3	5	4	3	3	3	3	3	0	0	4	0	0	0	380
2	3	0	0	1	3	2	1	1	2	2	3	2	0	1	2	0	2	3	0	0	4	0	0	0	445
1	3	3	0	1	3	2	1	1	2	1	1	1	0	1	1	5	5	1	0	0	2	0	0	0	535
1	3	3	0	1	3	2	0	1	1	2	1	1	0	1	1	5	5	1	0	0	2	1	2	1	483
4	3	0	0	0	1	1	0	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	450
1	3	0	0	2	3	2	1	1	2	2	5	4	4	2	0	0	2	4	0	0	1	0	0	0	620
1	3	0	0	1	3	2	0	1	2	2	5	4	4	2	0	0	2	4	0	0	3	0	0	0	530
1	3	0	0	0	3	1	1	1	2	2	5	4	4	4	0	0	0	3	0	0	2	0	0	0	585
4	4	0	0	3	0	1	1	1	0	0	0	0	0	0	5	5	5	5	0	0	1	1	2	2	515
3	2	3	0	2	3	1	1	1	2	0	1	1	0	1	4	4	5	4	0	0	2	0	0	0	510
3	2	3	0	1	3	1	0	1	0	2	1	1	0	1	4	4	5	4	0	0	1	0	0	0	445
0	3	0	0	0	3	1	1	1	2	2	5	4	4	5	0	0	0	0	0	0	4	0	0	0	480
0	3	1	0	1	3	1	1	1	2	1	5	5	5	5	0	1	1	0	0	0	2	0	0	0	525
3	3	0	0	2	3	1	1	1	2	1	5	5	4	5	4	3	2	4	0	0	2	0	0	0	600
4	3	3	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	0	0	0	0	480
2	3	0	0	0	1	1	1	1	2	2	4	4	4	3	4	3	3	0	0	0	1	1	0	3	480
2	3	0	0	0	1	1	0	1	2	2	4	4	4	3	4	3	3	0	0	0	2	0	0	0	480
0	3	0	0	0	3	1	1	1	2	2	5	5	5	5	0	1	2	0	0	0	4	0	0	0	480
0	3	0	0	0	3	1	0	1	2	2	5	5	5	5	0	1	2	0	0	0	4	0	0	0	473
1	3	0	0	0	2	1	0	1	2	2	3	5	4	3	0	3	2	0	0	0	3	0	0	0	505
2	2	2	0	1	2	2	1	1	2	0	1	1	0	1	3	3	5	4	0	0	0	0	0	0	490
0	3	0	0	0	3	1	0	1	2	2	5	5	5	5	0	1	1	0	0	0	3	0	0	0	495
4	2	0	0	2	1	1	0	1	1	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	495
0	3	1	0	1	3	2	1	1	2	1	4	4	4	5	4	3	0	0	0	0	2	0	0	0	525
4	2	3	0	1	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	470
2	3	0	0	0	2	2	1	1	2	2	1	0	0	2	2	5	5	2	0	0	2	0	0	0	380
2	3	0	0	0	2	2	0	1	2	2	1	0	0	2	2	5	5	2	0	0	2	0	0	0	490
4	2	2	0	2	2	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	3	0	0	0	465
0	1	0	0	1	3	0	0	1	2	0	1	1	4	2	4	5	4	0	0	0	3	0	0	0	525
2	2	3	0	1	3	2	1	1	2	0	2	4	3	2	4	4	4	4	0	0	0	0	0	0	555
1	2	0	0	2	3	1	1	1	2	0	1	2	3	1	4	4	4	4	0	0	3	0	0	0	475
1	3	1	0	0	2	1	0	1	1	1	4	5	4	4	0	1	1	2	0	0	1	0	0	0	630
1	2	0	0	2	1	1	1	1	1	0	0	1	1	1	5	5	3	4	0	0	0	0	0	0	470
1	3	1	0	1	3	1	1	1	2	1	1	4	4	2	5	4	4	5	0	0	4	0	0	0	480
1	3	1	0	1	3	1	0	1	1	2	1	4	4	2	5	4	4	5	0	0	2	0	0	0	538
1	2	0	0	1	2	1	1	1	2	0	1	0	1	1	4	4	2	4	0	0	4	0	0	0	495
2	2	0	0	2	3	2	1	1	2	0	5	4	4	4	1	1	1	2	0	0	3	0	0	0	360
3	2	2	0	0	2	1	0	1	0	2	0	1	0	0	5	5	5	5	0	0	0	0	0	0	570
1	2	0	0	1	2	1	0	1	0	2	5	5	4	3	4	3	0	4	0	0	0	0	0	0	535
1	2	0	0	1	2	1	1	1	2	0	5	5	4	3	4	3	0	4	0	0	2	0	0	0	536
2	3	0	0	1	3	1	0	1	1	2	5	4	4	5	0	1	0	0	0	0	4	0	0	0	430
2	3	0	0	1	3	1	1	1	2	1	5	4	4	5	0	1	0	0	0	0	2	0	0	0	445
4	3	0	0	0	2	2	1	1	2	2	0	0	0	0	5	5	5	5	0	0	4	0	0	0	465
4	3	0	0	0	2	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	1	1	0	475
4	1	0	0	1	3	2	0	1	2	2	0	0	0	0	5	5	5	5	0	0	3	0	0	0	465
3	1	0	0	0	0	1	0	1	2	2	1	1	0	1	5	0	0	2	0	0	3	0	0	0	515
1	3	3	0	1	2	1	1	1	2	1	1	1	1	1	4	5	5	5	0	0	4	1	4	3	475
2	3	1	0	0	1	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	2	0	0	0	590
1	1	0	0	2	0	1	0	1	2	0	3	1	0	2	1	1	2	1	0	0	4	0	0	0	420
0	1	0	0	0	3	1	0	1	2	0	3	5	4	4	2	3	3	0	0	0	4	0	0	0	475
1	3	0	0	0	1	1	0	1	2	2	4	4	4	3	4	3	2	4	0	0	1	0	0	0	650
0	2	1	0	1	0	1	1	1	2	0	5	4	4	4	2	2	0	1	0	0	2	0	0	0	420
1	2	0	0	2	3	1	1	1	2	0	4	4	4	4	3	3	3	4	0	0	2	0	0	0	475
1	3	0	0	0	3	2	1	1	2	1	5	4	4	2	0	4	3	4	0	0	0	0	0	0	450
1	3	0	0	0	3	2	0	1	1	2	5	4	4	2	0	4	3	4	0	0	2	0	0	0	508
3	1	0	0	0	1	1	0	1	2	0	1	0	0	0	5	5	5	3	0	0	3	0	0	0	480
1	1	3	0	1	0	1	0	1	2	0	1	4	4	2	4	1	2	3	0	0	2	0	0	0	515
3	3	0	0	2	2	2	0	1	2	2	3	4	3	3	4	4	3	4	0	0	4	0	0	0	510
3	3	0	0	2	2	2	1	1	2	2	3	4	3	3	4	4	3	4	0	0	4	0	0	0	510
3	3	1	0	1	3	2	0	1	1	2	0	0	0	0	5	5	5	5	0	0	2	0	0	0	540
3	3	1	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	3	0	0	0	450
0	1	0	0	1	2	1	1	1	2	2	5	4	4	5	2	2	2	0	0	0	4	0	0	0	510
1	3	0	0	0	2	1	1	1	2	2	4	2	1	2	4	3	4	0	0	0	2	0	0	0	525
1	3	0	0	0	2	1	0	1	2	2	4	2	1	2	4	3	4	0	0	0	0	0	0	0	425
3	2	0	0	0	1	1	1	1	2	0	1	0	0	0	5	5	5	5	0	0	4	0	0	0	420
2	1	0	0	0	1	1	1	1	2	0	1	4	3	2	3	5	3	0	0	0	3	1	2	0	485
3	3	3	0	1	2	1	1	1	2	1	0	4	2	0	5	5	4	5	0	0	4	0	0	0	450
3	2	2	0	1	3	1	1	1	2	0	1	0	0	1	3	3	5	4	0	0	3	0	0	0	440
0	1	0	0	0	2	0	0	1	2	0	5	5	5	5	1	1	1	1	0	0	2	1	1	0	537
4	3	0	0	1	3	2	1	1	2	1	0	0	0	0	5	5	5	5	0	0	1	1	0	3	570
4	2	1	0	1	3	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	2	0	0	0	560
3	3	0	0	2	2	1	1	1	2	1	0	3	1	0	4	5	4	4	0	0	3	0	0	0	420
0	3	1	0	0	0	1	1	1	2	1	5	5	4	5	1	0	2	2	0	0	1	0	0	0	450
3	2	1	0	1	3	2	1	1	2	0	1	0	0	1	5	5	5	3	0	0	3	0	0	0	553
4	2	0	0	1	2	1	1	1	1	0	0	0	0	0	5	5	5	5	0	0	1	0	0	0	630
1	3	1	0	0	3	2	0	1	2	2	1	0	0	0	5	5	5	5	0	0	1	0	0	0	560
2	3	2	0	1	2	1	1	1	2	1	0	3	2	1	5	5	5	5	0	0	3	0	0	0	435
3	1	0	0	0	1	1	1	1	2	0	0	0	0	0	5	5	5	5	0	0	1	1	1	2	485
4	4	0	0	3	0	1	1	1	0	0	0	0	0	0	5	5	5	5	0	0	0	0	0	0	520
2	2	0	0	2	0	1	1	1	1	0	0	3	2	1	4	4	4	2	0	0	2	0	0	0	405
2	2	1	0	1	2	1	1	1	2	0	1	0	0	1	1	0	0	1	0	0	2	1	2	1	505
2	3	1	0	1	2	2	1	1	2	1	4	4	4	4	0	0	0	1	0	0	4	0	0	0	500
